% Model:              me_rodliteral_losses.mph
% Version:            COMSOL 5.2.1.262
% Date:               Oct 3 2017, 22:13
% Dimension:          3
% Nodes:              65331
% Expressions:        1
% Description:        Energy (Joules)
% Length unit:        mm
% x             y              z              real(f32energy(bn,es.normE,ang))-enm
2.6500          0.20000        1.0376         12.089
2.7000          0.20000        1.0376         12.080
2.7500          0.20000        1.0376         12.071
2.8000          0.20000        1.0376         12.053
2.8500          0.20000        1.0376         12.062
2.9000          0.20000        1.0376         12.041
2.9500          0.20000        1.0376         12.026
3.0000          0.20000        1.0376         11.984
0.0000          0.25000        1.0376         8.0670
0.050000        0.25000        1.0376         8.2033
0.10000         0.25000        1.0376         8.3458
0.15000         0.25000        1.0376         8.4929
0.20000         0.25000        1.0376         8.6489
0.25000         0.25000        1.0376         8.8104
0.30000         0.25000        1.0376         8.9772
0.35000         0.25000        1.0376         9.1393
0.40000         0.25000        1.0376         9.3036
0.45000         0.25000        1.0376         9.4686
0.50000         0.25000        1.0376         9.6280
0.55000         0.25000        1.0376         9.8156
0.60000         0.25000        1.0376         9.9517
0.65000         0.25000        1.0376         10.105
0.70000         0.25000        1.0376         10.260
0.75000         0.25000        1.0376         10.411
0.80000         0.25000        1.0376         10.555
0.85000         0.25000        1.0376         10.694
0.90000         0.25000        1.0376         10.825
0.95000         0.25000        1.0376         10.947
1.0000          0.25000        1.0376         11.064
1.0500          0.25000        1.0376         11.173
1.1000          0.25000        1.0376         11.278
1.1500          0.25000        1.0376         11.381
1.2000          0.25000        1.0376         11.475
1.2500          0.25000        1.0376         11.588
1.3000          0.25000        1.0376         11.667
1.3500          0.25000        1.0376         11.745
1.4000          0.25000        1.0376         11.826
1.4500          0.25000        1.0376         11.900
1.5000          0.25000        1.0376         11.973
1.5500          0.25000        1.0376         12.028
1.6000          0.25000        1.0376         12.086
1.6500          0.25000        1.0376         12.141
1.7000          0.25000        1.0376         12.184
1.7500          0.25000        1.0376         12.238
1.8000          0.25000        1.0376         12.283
1.8500          0.25000        1.0376         12.322
1.9000          0.25000        1.0376         12.358
1.9500          0.25000        1.0376         12.391
2.0000          0.25000        1.0376         12.411
2.0500          0.25000        1.0376         12.427
2.1000          0.25000        1.0376         12.456
2.1500          0.25000        1.0376         12.494
2.2000          0.25000        1.0376         12.502
2.2500          0.25000        1.0376         12.506
2.3000          0.25000        1.0376         12.538
2.3500          0.25000        1.0376         12.551
2.4000          0.25000        1.0376         12.569
2.4500          0.25000        1.0376         12.564
2.5000          0.25000        1.0376         12.570
2.5500          0.25000        1.0376         12.577
2.6000          0.25000        1.0376         12.602
2.6500          0.25000        1.0376         12.572
2.7000          0.25000        1.0376         12.563
2.7500          0.25000        1.0376         12.554
2.8000          0.25000        1.0376         12.546
2.8500          0.25000        1.0376         12.527
2.9000          0.25000        1.0376         12.509
2.9500          0.25000        1.0376         12.505
3.0000          0.25000        1.0376         12.490
0.0000          0.30000        1.0376         8.2515
0.050000        0.30000        1.0376         8.4102
0.10000         0.30000        1.0376         8.5759
0.15000         0.30000        1.0376         8.7514
0.20000         0.30000        1.0376         8.9315
0.25000         0.30000        1.0376         9.1070
0.30000         0.30000        1.0376         9.2940
0.35000         0.30000        1.0376         9.4756
0.40000         0.30000        1.0376         9.6607
0.45000         0.30000        1.0376         9.8399
0.50000         0.30000        1.0376         10.004
0.55000         0.30000        1.0376         10.178
0.60000         0.30000        1.0376         10.349
0.65000         0.30000        1.0376         10.532
0.70000         0.30000        1.0376         10.704
0.75000         0.30000        1.0376         10.869
0.80000         0.30000        1.0376         10.994
0.85000         0.30000        1.0376         11.151
0.90000         0.30000        1.0376         11.274
0.95000         0.30000        1.0376         11.396
1.0000          0.30000        1.0376         11.515
1.0500          0.30000        1.0376         11.645
1.1000          0.30000        1.0376         11.758
1.1500          0.30000        1.0376         11.868
1.2000          0.30000        1.0376         11.955
1.2500          0.30000        1.0376         12.082
1.3000          0.30000        1.0376         12.173
1.3500          0.30000        1.0376         12.242
1.4000          0.30000        1.0376         12.322
1.4500          0.30000        1.0376         12.396
1.5000          0.30000        1.0376         12.471
1.5500          0.30000        1.0376         12.526
1.6000          0.30000        1.0376         12.583
1.6500          0.30000        1.0376         12.640
1.7000          0.30000        1.0376         12.682
1.7500          0.30000        1.0376         12.720
1.8000          0.30000        1.0376         12.765
1.8500          0.30000        1.0376         12.805
1.9000          0.30000        1.0376         12.850
1.9500          0.30000        1.0376         12.888
2.0000          0.30000        1.0376         12.921
2.0500          0.30000        1.0376         12.936
2.1000          0.30000        1.0376         12.976
2.1500          0.30000        1.0376         12.984
2.2000          0.30000        1.0376         12.992
2.2500          0.30000        1.0376         13.016
2.3000          0.30000        1.0376         13.032
2.3500          0.30000        1.0376         13.044
2.4000          0.30000        1.0376         13.050
2.4500          0.30000        1.0376         13.060
2.5000          0.30000        1.0376         13.069
2.5500          0.30000        1.0376         13.086
2.6000          0.30000        1.0376         13.086
2.6500          0.30000        1.0376         13.077
2.7000          0.30000        1.0376         13.069
2.7500          0.30000        1.0376         13.044
2.8000          0.30000        1.0376         13.025
2.8500          0.30000        1.0376         13.007
2.9000          0.30000        1.0376         12.989
2.9500          0.30000        1.0376         12.970
3.0000          0.30000        1.0376         12.971
0.0000          0.35000        1.0376         8.4731
0.050000        0.35000        1.0376         8.6517
0.10000         0.35000        1.0376         8.8440
0.15000         0.35000        1.0376         9.0416
0.20000         0.35000        1.0376         9.2306
0.25000         0.35000        1.0376         9.4395
0.30000         0.35000        1.0376         9.6393
0.35000         0.35000        1.0376         9.8401
0.40000         0.35000        1.0376         10.046
0.45000         0.35000        1.0376         10.241
0.50000         0.35000        1.0376         10.432
0.55000         0.35000        1.0376         10.620
0.60000         0.35000        1.0376         10.809
0.65000         0.35000        1.0376         10.986
0.70000         0.35000        1.0376         11.163
0.75000         0.35000        1.0376         11.306
0.80000         0.35000        1.0376         11.475
0.85000         0.35000        1.0376         11.623
0.90000         0.35000        1.0376         11.761
0.95000         0.35000        1.0376         11.881
1.0000          0.35000        1.0376         12.014
1.0500          0.35000        1.0376         12.131
1.1000          0.35000        1.0376         12.260
1.1500          0.35000        1.0376         12.368
1.2000          0.35000        1.0376         12.472
1.2500          0.35000        1.0376         12.570
1.3000          0.35000        1.0376         12.665
1.3500          0.35000        1.0376         12.742
1.4000          0.35000        1.0376         12.822
1.4500          0.35000        1.0376         12.902
1.5000          0.35000        1.0376         12.971
1.5500          0.35000        1.0376         13.033
1.6000          0.35000        1.0376         13.083
1.6500          0.35000        1.0376         13.140
1.7000          0.35000        1.0376         13.190
1.7500          0.35000        1.0376         13.232
1.8000          0.35000        1.0376         13.238
1.8500          0.35000        1.0376         13.307
1.9000          0.35000        1.0376         13.346
1.9500          0.35000        1.0376         13.385
2.0000          0.35000        1.0376         13.423
2.0500          0.35000        1.0376         13.461
2.1000          0.35000        1.0376         13.478
2.1500          0.35000        1.0376         13.505
2.2000          0.35000        1.0376         13.512
2.2500          0.35000        1.0376         13.524
2.3000          0.35000        1.0376         13.528
2.3500          0.35000        1.0376         13.533
2.4000          0.35000        1.0376         13.544
2.4500          0.35000        1.0376         13.554
2.5000          0.35000        1.0376         13.560
2.5500          0.35000        1.0376         13.588
2.6000          0.35000        1.0376         13.574
2.6500          0.35000        1.0376         13.565
2.7000          0.35000        1.0376         13.555
2.7500          0.35000        1.0376         13.525
2.8000          0.35000        1.0376         13.506
2.8500          0.35000        1.0376         13.488
2.9000          0.35000        1.0376         13.486
2.9500          0.35000        1.0376         13.461
3.0000          0.35000        1.0376         13.435
0.0000          0.40000        1.0376         8.7240
0.050000        0.40000        1.0376         8.9226
0.10000         0.40000        1.0376         9.1411
0.15000         0.40000        1.0376         9.3634
0.20000         0.40000        1.0376         9.5871
0.25000         0.40000        1.0376         9.8018
0.30000         0.40000        1.0376         10.033
0.35000         0.40000        1.0376         10.247
0.40000         0.40000        1.0376         10.457
0.45000         0.40000        1.0376         10.672
0.50000         0.40000        1.0376         10.875
0.55000         0.40000        1.0376         11.073
0.60000         0.40000        1.0376         11.269
0.65000         0.40000        1.0376         11.467
0.70000         0.40000        1.0376         11.623
0.75000         0.40000        1.0376         11.808
0.80000         0.40000        1.0376         11.975
0.85000         0.40000        1.0376         12.138
0.90000         0.40000        1.0376         12.271
0.95000         0.40000        1.0376         12.405
1.0000          0.40000        1.0376         12.544
1.0500          0.40000        1.0376         12.660
1.1000          0.40000        1.0376         12.779
1.1500          0.40000        1.0376         12.890
1.2000          0.40000        1.0376         12.984
1.2500          0.40000        1.0376         13.086
1.3000          0.40000        1.0376         13.190
1.3500          0.40000        1.0376         13.274
1.4000          0.40000        1.0376         13.346
1.4500          0.40000        1.0376         13.418
1.5000          0.40000        1.0376         13.462
1.5500          0.40000        1.0376         13.529
1.6000          0.40000        1.0376         13.597
1.6500          0.40000        1.0376         13.659
1.7000          0.40000        1.0376         13.704
1.7500          0.40000        1.0376         13.755
1.8000          0.40000        1.0376         13.801
1.8500          0.40000        1.0376         13.843
1.9000          0.40000        1.0376         13.883
1.9500          0.40000        1.0376         13.921
2.0000          0.40000        1.0376         13.949
2.0500          0.40000        1.0376         13.982
2.1000          0.40000        1.0376         14.010
2.1500          0.40000        1.0376         14.026
2.2000          0.40000        1.0376         14.034
2.2500          0.40000        1.0376         14.033
2.3000          0.40000        1.0376         14.067
2.3500          0.40000        1.0376         14.069
2.4000          0.40000        1.0376         14.072
2.4500          0.40000        1.0376         14.075
2.5000          0.40000        1.0376         14.078
2.5500          0.40000        1.0376         14.091
2.6000          0.40000        1.0376         14.089
2.6500          0.40000        1.0376         14.084
2.7000          0.40000        1.0376         14.121
2.7500          0.40000        1.0376         14.094
2.8000          0.40000        1.0376         14.079
2.8500          0.40000        1.0376         14.053
2.9000          0.40000        1.0376         14.028
2.9500          0.40000        1.0376         14.002
3.0000          0.40000        1.0376         13.977
0.0000          0.45000        1.0376         9.0073
0.050000        0.45000        1.0376         9.2156
0.10000         0.45000        1.0376         9.4684
0.15000         0.45000        1.0376         9.7162
0.20000         0.45000        1.0376         9.9591
0.25000         0.45000        1.0376         10.201
0.30000         0.45000        1.0376         10.445
0.35000         0.45000        1.0376         10.681
0.40000         0.45000        1.0376         10.912
0.45000         0.45000        1.0376         11.136
0.50000         0.45000        1.0376         11.360
0.55000         0.45000        1.0376         11.556
0.60000         0.45000        1.0376         11.768
0.65000         0.45000        1.0376         11.967
0.70000         0.45000        1.0376         12.152
0.75000         0.45000        1.0376         12.337
0.80000         0.45000        1.0376         12.509
0.85000         0.45000        1.0376         12.664
0.90000         0.45000        1.0376         12.800
0.95000         0.45000        1.0376         12.943
1.0000          0.45000        1.0376         13.082
1.0500          0.45000        1.0376         13.196
1.1000          0.45000        1.0376         13.318
1.1500          0.45000        1.0376         13.425
1.2000          0.45000        1.0376         13.503
1.2500          0.45000        1.0376         13.605
1.3000          0.45000        1.0376         13.708
1.3500          0.45000        1.0376         13.813
1.4000          0.45000        1.0376         13.880
1.4500          0.45000        1.0376         13.948
1.5000          0.45000        1.0376         14.006
1.5500          0.45000        1.0376         14.100
1.6000          0.45000        1.0376         14.144
1.6500          0.45000        1.0376         14.217
1.7000          0.45000        1.0376         14.257
1.7500          0.45000        1.0376         14.296
1.8000          0.45000        1.0376         14.337
1.8500          0.45000        1.0376         14.381
1.9000          0.45000        1.0376         14.426
1.9500          0.45000        1.0376         14.471
2.0000          0.45000        1.0376         14.501
2.0500          0.45000        1.0376         14.531
2.1000          0.45000        1.0376         14.542
2.1500          0.45000        1.0376         14.570
2.2000          0.45000        1.0376         14.557
2.2500          0.45000        1.0376         14.596
2.3000          0.45000        1.0376         14.585
2.3500          0.45000        1.0376         14.584
2.4000          0.45000        1.0376         14.604
2.4500          0.45000        1.0376         14.609
2.5000          0.45000        1.0376         14.623
2.5500          0.45000        1.0376         14.653
2.6000          0.45000        1.0376         14.607
2.6500          0.45000        1.0376         14.600
2.7000          0.45000        1.0376         14.665
2.7500          0.45000        1.0376         14.638
2.8000          0.45000        1.0376         14.610
2.8500          0.45000        1.0376         14.583
2.9000          0.45000        1.0376         14.555
2.9500          0.45000        1.0376         14.528
3.0000          0.45000        1.0376         14.500
0.0000          0.50000        1.0376         9.3225
0.050000        0.50000        1.0376         9.5615
0.10000         0.50000        1.0376         9.8251
0.15000         0.50000        1.0376         10.102
0.20000         0.50000        1.0376         10.357
0.25000         0.50000        1.0376         10.612
0.30000         0.50000        1.0376         10.886
0.35000         0.50000        1.0376         11.137
0.40000         0.50000        1.0376         11.392
0.45000         0.50000        1.0376         11.626
0.50000         0.50000        1.0376         11.854
0.55000         0.50000        1.0376         12.091
0.60000         0.50000        1.0376         12.300
0.65000         0.50000        1.0376         12.502
0.70000         0.50000        1.0376         12.688
0.75000         0.50000        1.0376         12.871
0.80000         0.50000        1.0376         13.051
0.85000         0.50000        1.0376         13.219
0.90000         0.50000        1.0376         13.365
0.95000         0.50000        1.0376         13.492
1.0000          0.50000        1.0376         13.637
1.0500          0.50000        1.0376         13.757
1.1000          0.50000        1.0376         13.872
1.1500          0.50000        1.0376         13.995
1.2000          0.50000        1.0376         14.104
1.2500          0.50000        1.0376         14.204
1.3000          0.50000        1.0376         14.303
1.3500          0.50000        1.0376         14.384
1.4000          0.50000        1.0376         14.454
1.4500          0.50000        1.0376         14.519
1.5000          0.50000        1.0376         14.583
1.5500          0.50000        1.0376         14.669
1.6000          0.50000        1.0376         14.726
1.6500          0.50000        1.0376         14.796
1.7000          0.50000        1.0376         14.846
1.7500          0.50000        1.0376         14.886
1.8000          0.50000        1.0376         14.929
1.8500          0.50000        1.0376         14.968
1.9000          0.50000        1.0376         14.986
1.9500          0.50000        1.0376         15.015
2.0000          0.50000        1.0376         15.049
2.0500          0.50000        1.0376         15.081
2.1000          0.50000        1.0376         15.095
2.1500          0.50000        1.0376         15.109
2.2000          0.50000        1.0376         15.132
2.2500          0.50000        1.0376         15.164
2.3000          0.50000        1.0376         15.165
2.3500          0.50000        1.0376         15.185
2.4000          0.50000        1.0376         15.187
2.4500          0.50000        1.0376         15.190
2.5000          0.50000        1.0376         15.180
2.5500          0.50000        1.0376         15.165
2.6000          0.50000        1.0376         15.188
2.6500          0.50000        1.0376         15.181
2.7000          0.50000        1.0376         15.177
2.7500          0.50000        1.0376         15.129
2.8000          0.50000        1.0376         15.154
2.8500          0.50000        1.0376         15.127
2.9000          0.50000        1.0376         15.100
2.9500          0.50000        1.0376         15.072
3.0000          0.50000        1.0376         15.045
0.0000          0.55000        1.0376         9.6689
0.050000        0.55000        1.0376         9.9266
0.10000         0.55000        1.0376         10.218
0.15000         0.55000        1.0376         10.520
0.20000         0.55000        1.0376         10.821
0.25000         0.55000        1.0376         11.079
0.30000         0.55000        1.0376         11.391
0.35000         0.55000        1.0376         11.647
0.40000         0.55000        1.0376         11.908
0.45000         0.55000        1.0376         12.166
0.50000         0.55000        1.0376         12.404
0.55000         0.55000        1.0376         12.627
0.60000         0.55000        1.0376         12.851
0.65000         0.55000        1.0376         13.051
0.70000         0.55000        1.0376         13.255
0.75000         0.55000        1.0376         13.409
0.80000         0.55000        1.0376         13.589
0.85000         0.55000        1.0376         13.783
0.90000         0.55000        1.0376         13.938
0.95000         0.55000        1.0376         14.092
1.0000          0.55000        1.0376         14.245
1.0500          0.55000        1.0376         14.376
1.1000          0.55000        1.0376         14.475
1.1500          0.55000        1.0376         14.593
1.2000          0.55000        1.0376         14.694
1.2500          0.55000        1.0376         14.787
1.3000          0.55000        1.0376         14.889
1.3500          0.55000        1.0376         14.980
1.4000          0.55000        1.0376         15.055
1.4500          0.55000        1.0376         15.118
1.5000          0.55000        1.0376         15.179
1.5500          0.55000        1.0376         15.258
1.6000          0.55000        1.0376         15.306
1.6500          0.55000        1.0376         15.378
1.7000          0.55000        1.0376         15.435
1.7500          0.55000        1.0376         15.478
1.8000          0.55000        1.0376         15.513
1.8500          0.55000        1.0376         15.547
1.9000          0.55000        1.0376         15.579
1.9500          0.55000        1.0376         15.601
2.0000          0.55000        1.0376         15.621
2.0500          0.55000        1.0376         15.631
2.1000          0.55000        1.0376         15.670
2.1500          0.55000        1.0376         15.703
2.2000          0.55000        1.0376         15.720
2.2500          0.55000        1.0376         15.746
2.3000          0.55000        1.0376         15.766
2.3500          0.55000        1.0376         15.786
2.4000          0.55000        1.0376         15.758
2.4500          0.55000        1.0376         15.747
2.5000          0.55000        1.0376         15.762
2.5500          0.55000        1.0376         15.760
2.6000          0.55000        1.0376         15.770
2.6500          0.55000        1.0376         15.767
2.7000          0.55000        1.0376         15.758
2.7500          0.55000        1.0376         15.749
2.8000          0.55000        1.0376         15.720
2.8500          0.55000        1.0376         15.675
2.9000          0.55000        1.0376         15.644
2.9500          0.55000        1.0376         15.617
3.0000          0.55000        1.0376         15.593
0.0000          0.60000        1.0376         10.043
0.050000        0.60000        1.0376         10.316
0.10000         0.60000        1.0376         10.630
0.15000         0.60000        1.0376         10.969
0.20000         0.60000        1.0376         11.283
0.25000         0.60000        1.0376         11.589
0.30000         0.60000        1.0376         11.905
0.35000         0.60000        1.0376         12.182
0.40000         0.60000        1.0376         12.463
0.45000         0.60000        1.0376         12.693
0.50000         0.60000        1.0376         12.976
0.55000         0.60000        1.0376         13.208
0.60000         0.60000        1.0376         13.461
0.65000         0.60000        1.0376         13.677
0.70000         0.60000        1.0376         13.879
0.75000         0.60000        1.0376         14.075
0.80000         0.60000        1.0376         14.234
0.85000         0.60000        1.0376         14.411
0.90000         0.60000        1.0376         14.560
0.95000         0.60000        1.0376         14.719
1.0000          0.60000        1.0376         14.851
1.0500          0.60000        1.0376         14.973
1.1000          0.60000        1.0376         15.086
1.1500          0.60000        1.0376         15.201
1.2000          0.60000        1.0376         15.303
1.2500          0.60000        1.0376         15.421
1.3000          0.60000        1.0376         15.495
1.3500          0.60000        1.0376         15.586
1.4000          0.60000        1.0376         15.662
1.4500          0.60000        1.0376         15.726
1.5000          0.60000        1.0376         15.813
1.5500          0.60000        1.0376         15.852
1.6000          0.60000        1.0376         15.914
1.6500          0.60000        1.0376         15.961
1.7000          0.60000        1.0376         16.018
1.7500          0.60000        1.0376         16.057
1.8000          0.60000        1.0376         16.093
1.8500          0.60000        1.0376         16.141
1.9000          0.60000        1.0376         16.169
1.9500          0.60000        1.0376         16.189
2.0000          0.60000        1.0376         16.208
2.0500          0.60000        1.0376         16.212
2.1000          0.60000        1.0376         16.254
2.1500          0.60000        1.0376         16.286
2.2000          0.60000        1.0376         16.303
2.2500          0.60000        1.0376         16.328
2.3000          0.60000        1.0376         16.357
2.3500          0.60000        1.0376         16.363
2.4000          0.60000        1.0376         16.315
2.4500          0.60000        1.0376         16.360
2.5000          0.60000        1.0376         16.358
2.5500          0.60000        1.0376         16.342
2.6000          0.60000        1.0376         16.353
2.6500          0.60000        1.0376         16.350
2.7000          0.60000        1.0376         16.334
2.7500          0.60000        1.0376         16.318
2.8000          0.60000        1.0376         16.321
2.8500          0.60000        1.0376         16.313
2.9000          0.60000        1.0376         16.259
2.9500          0.60000        1.0376         16.222
3.0000          0.60000        1.0376         16.185
0.0000          0.65000        1.0376         10.438
0.050000        0.65000        1.0376         10.746
0.10000         0.65000        1.0376         11.100
0.15000         0.65000        1.0376         11.451
0.20000         0.65000        1.0376         11.788
0.25000         0.65000        1.0376         12.110
0.30000         0.65000        1.0376         12.433
0.35000         0.65000        1.0376         12.754
0.40000         0.65000        1.0376         13.046
0.45000         0.65000        1.0376         13.341
0.50000         0.65000        1.0376         13.606
0.55000         0.65000        1.0376         13.863
0.60000         0.65000        1.0376         14.084
0.65000         0.65000        1.0376         14.305
0.70000         0.65000        1.0376         14.506
0.75000         0.65000        1.0376         14.701
0.80000         0.65000        1.0376         14.899
0.85000         0.65000        1.0376         15.066
0.90000         0.65000        1.0376         15.227
0.95000         0.65000        1.0376         15.361
1.0000          0.65000        1.0376         15.523
1.0500          0.65000        1.0376         15.613
1.1000          0.65000        1.0376         15.728
1.1500          0.65000        1.0376         15.816
1.2000          0.65000        1.0376         15.918
1.2500          0.65000        1.0376         16.049
1.3000          0.65000        1.0376         16.137
1.3500          0.65000        1.0376         16.221
1.4000          0.65000        1.0376         16.294
1.4500          0.65000        1.0376         16.374
1.5000          0.65000        1.0376         16.426
1.5500          0.65000        1.0376         16.491
1.6000          0.65000        1.0376         16.547
1.6500          0.65000        1.0376         16.588
1.7000          0.65000        1.0376         16.663
1.7500          0.65000        1.0376         16.636
1.8000          0.65000        1.0376         16.682
1.8500          0.65000        1.0376         16.759
1.9000          0.65000        1.0376         16.802
1.9500          0.65000        1.0376         16.827
2.0000          0.65000        1.0376         16.857
2.0500          0.65000        1.0376         16.879
2.1000          0.65000        1.0376         16.897
2.1500          0.65000        1.0376         16.906
2.2000          0.65000        1.0376         16.923
2.2500          0.65000        1.0376         16.932
2.3000          0.65000        1.0376         16.935
2.3500          0.65000        1.0376         16.986
2.4000          0.65000        1.0376         16.964
2.4500          0.65000        1.0376         16.967
2.5000          0.65000        1.0376         16.970
2.5500          0.65000        1.0376         16.968
2.6000          0.65000        1.0376         16.982
2.6500          0.65000        1.0376         16.966
2.7000          0.65000        1.0376         16.950
2.7500          0.65000        1.0376         16.935
2.8000          0.65000        1.0376         16.907
2.8500          0.65000        1.0376         16.885
2.9000          0.65000        1.0376         16.863
2.9500          0.65000        1.0376         16.868
3.0000          0.65000        1.0376         16.777
0.0000          0.70000        1.0376         10.901
0.050000        0.70000        1.0376         11.242
0.10000         0.70000        1.0376         11.605
0.15000         0.70000        1.0376         11.972
0.20000         0.70000        1.0376         12.306
0.25000         0.70000        1.0376         12.699
0.30000         0.70000        1.0376         13.030
0.35000         0.70000        1.0376         13.369
0.40000         0.70000        1.0376         13.676
0.45000         0.70000        1.0376         13.982
0.50000         0.70000        1.0376         14.268
0.55000         0.70000        1.0376         14.508
0.60000         0.70000        1.0376         14.761
0.65000         0.70000        1.0376         14.980
0.70000         0.70000        1.0376         15.184
0.75000         0.70000        1.0376         15.387
0.80000         0.70000        1.0376         15.574
0.85000         0.70000        1.0376         15.731
0.90000         0.70000        1.0376         15.885
0.95000         0.70000        1.0376         16.014
1.0000          0.70000        1.0376         16.185
1.0500          0.70000        1.0376         16.311
1.1000          0.70000        1.0376         16.418
1.1500          0.70000        1.0376         16.512
1.2000          0.70000        1.0376         16.596
1.2500          0.70000        1.0376         16.715
1.3000          0.70000        1.0376         16.801
1.3500          0.70000        1.0376         16.890
1.4000          0.70000        1.0376         16.965
1.4500          0.70000        1.0376         17.030
1.5000          0.70000        1.0376         17.090
1.5500          0.70000        1.0376         17.147
1.6000          0.70000        1.0376         17.189
1.6500          0.70000        1.0376         17.231
1.7000          0.70000        1.0376         17.255
1.7500          0.70000        1.0376         17.360
1.8000          0.70000        1.0376         17.404
1.8500          0.70000        1.0376         17.423
1.9000          0.70000        1.0376         17.459
1.9500          0.70000        1.0376         17.489
2.0000          0.70000        1.0376         17.506
2.0500          0.70000        1.0376         17.542
2.1000          0.70000        1.0376         17.560
2.1500          0.70000        1.0376         17.566
2.2000          0.70000        1.0376         17.566
2.2500          0.70000        1.0376         17.572
2.3000          0.70000        1.0376         17.570
2.3500          0.70000        1.0376         17.617
2.4000          0.70000        1.0376         17.587
2.4500          0.70000        1.0376         17.595
2.5000          0.70000        1.0376         17.592
2.5500          0.70000        1.0376         17.588
2.6000          0.70000        1.0376         17.599
2.6500          0.70000        1.0376         17.583
2.7000          0.70000        1.0376         17.567
2.7500          0.70000        1.0376         17.535
2.8000          0.70000        1.0376         17.513
2.8500          0.70000        1.0376         17.492
2.9000          0.70000        1.0376         17.470
2.9500          0.70000        1.0376         17.448
3.0000          0.70000        1.0376         17.426
0.0000          0.75000        1.0376         11.382
0.050000        0.75000        1.0376         11.739
0.10000         0.75000        1.0376         12.136
0.15000         0.75000        1.0376         12.525
0.20000         0.75000        1.0376         12.916
0.25000         0.75000        1.0376         13.308
0.30000         0.75000        1.0376         13.676
0.35000         0.75000        1.0376         14.020
0.40000         0.75000        1.0376         14.346
0.45000         0.75000        1.0376         14.653
0.50000         0.75000        1.0376         14.953
0.55000         0.75000        1.0376         15.229
0.60000         0.75000        1.0376         15.459
0.65000         0.75000        1.0376         15.698
0.70000         0.75000        1.0376         15.904
0.75000         0.75000        1.0376         16.096
0.80000         0.75000        1.0376         16.280
0.85000         0.75000        1.0376         16.444
0.90000         0.75000        1.0376         16.575
0.95000         0.75000        1.0376         16.734
1.0000          0.75000        1.0376         16.869
1.0500          0.75000        1.0376         16.994
1.1000          0.75000        1.0376         17.113
1.1500          0.75000        1.0376         17.220
1.2000          0.75000        1.0376         17.311
1.2500          0.75000        1.0376         17.410
1.3000          0.75000        1.0376         17.471
1.3500          0.75000        1.0376         17.559
1.4000          0.75000        1.0376         17.635
1.4500          0.75000        1.0376         17.695
1.5000          0.75000        1.0376         17.744
1.5500          0.75000        1.0376         17.858
1.6000          0.75000        1.0376         17.902
1.6500          0.75000        1.0376         17.949
1.7000          0.75000        1.0376         17.982
1.7500          0.75000        1.0376         18.018
1.8000          0.75000        1.0376         18.086
1.8500          0.75000        1.0376         18.087
1.9000          0.75000        1.0376         18.152
1.9500          0.75000        1.0376         18.176
2.0000          0.75000        1.0376         18.166
2.0500          0.75000        1.0376         18.190
2.1000          0.75000        1.0376         18.205
2.1500          0.75000        1.0376         18.219
2.2000          0.75000        1.0376         18.240
2.2500          0.75000        1.0376         18.260
2.3000          0.75000        1.0376         18.302
2.3500          0.75000        1.0376         18.274
2.4000          0.75000        1.0376         18.273
2.4500          0.75000        1.0376         18.267
2.5000          0.75000        1.0376         18.254
2.5500          0.75000        1.0376         18.308
2.6000          0.75000        1.0376         18.152
2.6500          0.75000        1.0376         18.186
2.7000          0.75000        1.0376         18.164
2.7500          0.75000        1.0376         18.142
2.8000          0.75000        1.0376         18.120
2.8500          0.75000        1.0376         18.099
2.9000          0.75000        1.0376         18.067
2.9500          0.75000        1.0376         18.043
3.0000          0.75000        1.0376         18.020
0.0000          0.80000        1.0376         11.876
0.050000        0.80000        1.0376         12.254
0.10000         0.80000        1.0376         12.670
0.15000         0.80000        1.0376         13.136
0.20000         0.80000        1.0376         13.575
0.25000         0.80000        1.0376         13.942
0.30000         0.80000        1.0376         14.358
0.35000         0.80000        1.0376         14.692
0.40000         0.80000        1.0376         15.019
0.45000         0.80000        1.0376         15.377
0.50000         0.80000        1.0376         15.680
0.55000         0.80000        1.0376         15.959
0.60000         0.80000        1.0376         16.210
0.65000         0.80000        1.0376         16.450
0.70000         0.80000        1.0376         16.663
0.75000         0.80000        1.0376         16.853
0.80000         0.80000        1.0376         17.026
0.85000         0.80000        1.0376         17.182
0.90000         0.80000        1.0376         17.358
0.95000         0.80000        1.0376         17.508
1.0000          0.80000        1.0376         17.639
1.0500          0.80000        1.0376         17.759
1.1000          0.80000        1.0376         17.860
1.1500          0.80000        1.0376         17.948
1.2000          0.80000        1.0376         18.042
1.2500          0.80000        1.0376         18.136
1.3000          0.80000        1.0376         18.232
1.3500          0.80000        1.0376         18.328
1.4000          0.80000        1.0376         18.379
1.4500          0.80000        1.0376         18.430
1.5000          0.80000        1.0376         18.482
1.5500          0.80000        1.0376         18.537
1.6000          0.80000        1.0376         18.596
1.6500          0.80000        1.0376         18.644
1.7000          0.80000        1.0376         18.709
1.7500          0.80000        1.0376         18.742
1.8000          0.80000        1.0376         18.770
1.8500          0.80000        1.0376         18.780
1.9000          0.80000        1.0376         18.804
1.9500          0.80000        1.0376         18.833
2.0000          0.80000        1.0376         18.863
2.0500          0.80000        1.0376         18.890
2.1000          0.80000        1.0376         18.906
2.1500          0.80000        1.0376         18.920
2.2000          0.80000        1.0376         18.941
2.2500          0.80000        1.0376         18.933
2.3000          0.80000        1.0376         18.937
2.3500          0.80000        1.0376         18.949
