% Model:              me_rodliteral_losses.mph
% Version:            COMSOL 5.2.1.262
% Date:               Oct 3 2017, 22:13
% Dimension:          3
% Nodes:              65331
% Expressions:        1
% Description:        Energy (Joules)
% Length unit:        mm
% x             y              z              real(f32energy(bn,es.normE,ang))-enm
1.8500          0.75000        0.054610       18.020
1.9000          0.75000        0.054610       18.035
1.9500          0.75000        0.054610       17.996
2.0000          0.75000        0.054610       18.088
2.0500          0.75000        0.054610       18.105
2.1000          0.75000        0.054610       18.121
2.1500          0.75000        0.054610       18.158
2.2000          0.75000        0.054610       18.151
2.2500          0.75000        0.054610       18.203
2.3000          0.75000        0.054610       18.212
2.3500          0.75000        0.054610       18.222
2.4000          0.75000        0.054610       18.223
2.4500          0.75000        0.054610       18.220
2.5000          0.75000        0.054610       18.212
2.5500          0.75000        0.054610       18.215
2.6000          0.75000        0.054610       18.216
2.6500          0.75000        0.054610       18.218
2.7000          0.75000        0.054610       18.221
2.7500          0.75000        0.054610       18.216
2.8000          0.75000        0.054610       18.215
2.8500          0.75000        0.054610       18.202
2.9000          0.75000        0.054610       18.207
2.9500          0.75000        0.054610       18.215
3.0000          0.75000        0.054610       18.198
0.0000          0.80000        0.054610       11.570
0.050000        0.80000        0.054610       11.792
0.10000         0.80000        0.054610       12.301
0.15000         0.80000        0.054610       12.982
0.20000         0.80000        0.054610       13.683
0.25000         0.80000        0.054610       14.466
0.30000         0.80000        0.054610       15.100
0.35000         0.80000        0.054610       15.619
0.40000         0.80000        0.054610       15.986
0.45000         0.80000        0.054610       16.349
0.50000         0.80000        0.054610       16.623
0.55000         0.80000        0.054610       16.824
0.60000         0.80000        0.054610       17.022
0.65000         0.80000        0.054610       17.180
0.70000         0.80000        0.054610       17.322
0.75000         0.80000        0.054610       17.462
0.80000         0.80000        0.054610       17.597
0.85000         0.80000        0.054610       17.685
0.90000         0.80000        0.054610       17.810
0.95000         0.80000        0.054610       17.896
1.0000          0.80000        0.054610       17.992
1.0500          0.80000        0.054610       18.068
1.1000          0.80000        0.054610       18.141
1.1500          0.80000        0.054610       18.245
1.2000          0.80000        0.054610       18.296
1.2500          0.80000        0.054610       18.372
1.3000          0.80000        0.054610       18.438
1.3500          0.80000        0.054610       18.502
1.4000          0.80000        0.054610       18.569
1.4500          0.80000        0.054610       18.597
1.5000          0.80000        0.054610       18.650
1.5500          0.80000        0.054610       18.685
1.6000          0.80000        0.054610       18.726
1.6500          0.80000        0.054610       18.761
1.7000          0.80000        0.054610       18.799
1.7500          0.80000        0.054610       18.827
1.8000          0.80000        0.054610       18.809
1.8500          0.80000        0.054610       18.890
1.9000          0.80000        0.054610       18.923
1.9500          0.80000        0.054610       18.953
2.0000          0.80000        0.054610       18.967
2.0500          0.80000        0.054610       18.983
2.1000          0.80000        0.054610       18.993
2.1500          0.80000        0.054610       18.994
2.2000          0.80000        0.054610       18.996
2.2500          0.80000        0.054610       18.993
2.3000          0.80000        0.054610       18.985
2.3500          0.80000        0.054610       18.993
2.4000          0.80000        0.054610       19.015
2.4500          0.80000        0.054610       19.017
2.5000          0.80000        0.054610       19.015
2.5500          0.80000        0.054610       19.013
2.6000          0.80000        0.054610       19.006
2.6500          0.80000        0.054610       18.995
2.7000          0.80000        0.054610       18.997
2.7500          0.80000        0.054610       18.992
2.8000          0.80000        0.054610       18.951
2.8500          0.80000        0.054610       18.969
2.9000          0.80000        0.054610       18.977
2.9500          0.80000        0.054610       18.985
3.0000          0.80000        0.054610       18.983
0.0000          0.85000        0.054610       12.480
0.050000        0.85000        0.054610       12.705
0.10000         0.85000        0.054610       13.256
0.15000         0.85000        0.054610       14.033
0.20000         0.85000        0.054610       14.949
0.25000         0.85000        0.054610       15.891
0.30000         0.85000        0.054610       16.671
0.35000         0.85000        0.054610       17.272
0.40000         0.85000        0.054610       17.589
0.45000         0.85000        0.054610       17.845
0.50000         0.85000        0.054610       18.027
0.55000         0.85000        0.054610       18.142
0.60000         0.85000        0.054610       18.300
0.65000         0.85000        0.054610       18.416
0.70000         0.85000        0.054610       18.510
0.75000         0.85000        0.054610       18.610
0.80000         0.85000        0.054610       18.694
0.85000         0.85000        0.054610       18.796
0.90000         0.85000        0.054610       18.866
0.95000         0.85000        0.054610       18.933
1.0000          0.85000        0.054610       19.028
1.0500          0.85000        0.054610       19.113
1.1000          0.85000        0.054610       19.171
1.1500          0.85000        0.054610       19.215
1.2000          0.85000        0.054610       19.255
1.2500          0.85000        0.054610       19.335
1.3000          0.85000        0.054610       19.402
1.3500          0.85000        0.054610       19.463
1.4000          0.85000        0.054610       19.523
1.4500          0.85000        0.054610       19.557
1.5000          0.85000        0.054610       19.585
1.5500          0.85000        0.054610       19.646
1.6000          0.85000        0.054610       19.675
1.6500          0.85000        0.054610       19.683
1.7000          0.85000        0.054610       19.689
1.7500          0.85000        0.054610       19.725
1.8000          0.85000        0.054610       19.765
1.8500          0.85000        0.054610       19.779
1.9000          0.85000        0.054610       19.816
1.9500          0.85000        0.054610       19.832
2.0000          0.85000        0.054610       19.844
2.0500          0.85000        0.054610       19.856
2.1000          0.85000        0.054610       19.872
2.1500          0.85000        0.054610       19.873
2.2000          0.85000        0.054610       19.877
2.2500          0.85000        0.054610       19.866
2.3000          0.85000        0.054610       19.858
2.3500          0.85000        0.054610       19.862
2.4000          0.85000        0.054610       19.854
2.4500          0.85000        0.054610       19.861
2.5000          0.85000        0.054610       19.867
2.5500          0.85000        0.054610       19.852
2.6000          0.85000        0.054610       19.842
2.6500          0.85000        0.054610       19.841
2.7000          0.85000        0.054610       19.831
2.7500          0.85000        0.054610       19.835
2.8000          0.85000        0.054610       19.805
2.8500          0.85000        0.054610       19.785
2.9000          0.85000        0.054610       19.748
2.9500          0.85000        0.054610       19.756
3.0000          0.85000        0.054610       19.765
0.0000          0.90000        0.054610       13.293
0.050000        0.90000        0.054610       13.495
0.10000         0.90000        0.054610       14.133
0.15000         0.90000        0.054610       15.057
0.20000         0.90000        0.054610       16.350
0.25000         0.90000        0.054610       17.857
0.30000         0.90000        0.054610       18.694
0.35000         0.90000        0.054610       19.107
0.40000         0.90000        0.054610       19.396
0.45000         0.90000        0.054610       19.477
0.50000         0.90000        0.054610       19.594
0.55000         0.90000        0.054610       19.609
0.60000         0.90000        0.054610       19.685
0.65000         0.90000        0.054610       19.727
0.70000         0.90000        0.054610       19.770
0.75000         0.90000        0.054610       19.820
0.80000         0.90000        0.054610       19.899
0.85000         0.90000        0.054610       19.949
0.90000         0.90000        0.054610       19.994
0.95000         0.90000        0.054610       20.061
1.0000          0.90000        0.054610       20.130
1.0500          0.90000        0.054610       20.149
1.1000          0.90000        0.054610       20.230
1.1500          0.90000        0.054610       20.279
1.2000          0.90000        0.054610       20.325
1.2500          0.90000        0.054610       20.360
1.3000          0.90000        0.054610       20.398
1.3500          0.90000        0.054610       20.422
1.4000          0.90000        0.054610       20.466
1.4500          0.90000        0.054610       20.517
1.5000          0.90000        0.054610       20.546
1.5500          0.90000        0.054610       20.573
1.6000          0.90000        0.054610       20.587
1.6500          0.90000        0.054610       20.622
1.7000          0.90000        0.054610       20.648
1.7500          0.90000        0.054610       20.676
1.8000          0.90000        0.054610       20.695
1.8500          0.90000        0.054610       20.709
1.9000          0.90000        0.054610       20.702
1.9500          0.90000        0.054610       20.723
2.0000          0.90000        0.054610       20.738
2.0500          0.90000        0.054610       20.750
2.1000          0.90000        0.054610       20.751
2.1500          0.90000        0.054610       20.752
2.2000          0.90000        0.054610       20.747
2.2500          0.90000        0.054610       20.769
2.3000          0.90000        0.054610       20.767
2.3500          0.90000        0.054610       20.765
2.4000          0.90000        0.054610       20.749
2.4500          0.90000        0.054610       20.746
2.5000          0.90000        0.054610       20.727
2.5500          0.90000        0.054610       20.738
2.6000          0.90000        0.054610       20.728
2.6500          0.90000        0.054610       20.717
2.7000          0.90000        0.054610       20.705
2.7500          0.90000        0.054610       20.687
2.8000          0.90000        0.054610       20.672
2.8500          0.90000        0.054610       20.680
2.9000          0.90000        0.054610       20.660
2.9500          0.90000        0.054610       20.641
3.0000          0.90000        0.054610       20.544
0.0000          0.95000        0.054610       13.965
0.050000        0.95000        0.054610       14.170
0.10000         0.95000        0.054610       14.740
0.15000         0.95000        0.054610       15.858
0.20000         0.95000        0.054610       17.680
0.25000         0.95000        0.054610       20.366
0.30000         0.95000        0.054610       21.570
0.35000         0.95000        0.054610       21.567
0.40000         0.95000        0.054610       21.440
0.45000         0.95000        0.054610       21.273
0.50000         0.95000        0.054610       21.171
0.55000         0.95000        0.054610       21.121
0.60000         0.95000        0.054610       21.082
0.65000         0.95000        0.054610       21.048
0.70000         0.95000        0.054610       21.056
0.75000         0.95000        0.054610       21.095
0.80000         0.95000        0.054610       21.113
0.85000         0.95000        0.054610       21.127
0.90000         0.95000        0.054610       21.155
0.95000         0.95000        0.054610       21.189
1.0000          0.95000        0.054610       21.227
1.0500          0.95000        0.054610       21.262
1.1000          0.95000        0.054610       21.295
1.1500          0.95000        0.054610       21.321
1.2000          0.95000        0.054610       21.353
1.2500          0.95000        0.054610       21.389
1.3000          0.95000        0.054610       21.426
1.3500          0.95000        0.054610       21.451
1.4000          0.95000        0.054610       21.477
1.4500          0.95000        0.054610       21.461
1.5000          0.95000        0.054610       21.506
1.5500          0.95000        0.054610       21.559
1.6000          0.95000        0.054610       21.572
1.6500          0.95000        0.054610       21.589
1.7000          0.95000        0.054610       21.599
1.7500          0.95000        0.054610       21.615
1.8000          0.95000        0.054610       21.636
1.8500          0.95000        0.054610       21.649
1.9000          0.95000        0.054610       21.660
1.9500          0.95000        0.054610       21.665
2.0000          0.95000        0.054610       21.636
2.0500          0.95000        0.054610       21.664
2.1000          0.95000        0.054610       21.672
2.1500          0.95000        0.054610       21.688
2.2000          0.95000        0.054610       21.695
2.2500          0.95000        0.054610       21.693
2.3000          0.95000        0.054610       21.682
2.3500          0.95000        0.054610       21.671
2.4000          0.95000        0.054610       21.662
2.4500          0.95000        0.054610       21.654
2.5000          0.95000        0.054610       21.645
2.5500          0.95000        0.054610       21.637
2.6000          0.95000        0.054610       21.640
2.6500          0.95000        0.054610       21.619
2.7000          0.95000        0.054610       21.600
2.7500          0.95000        0.054610       21.584
2.8000          0.95000        0.054610       21.567
2.8500          0.95000        0.054610       21.532
2.9000          0.95000        0.054610       21.506
2.9500          0.95000        0.054610       21.480
3.0000          0.95000        0.054610       21.454
0.0000          1.0000         0.054610       14.410
0.050000        1.0000         0.054610       14.546
0.10000         1.0000         0.054610       15.043
0.15000         1.0000         0.054610       15.981
0.20000         1.0000         0.054610       18.682
0.25000         1.0000         0.054610       27.923
0.30000         1.0000         0.054610       26.192
0.35000         1.0000         0.054610       24.265
0.40000         1.0000         0.054610       23.569
0.45000         1.0000         0.054610       23.094
0.50000         1.0000         0.054610       22.833
0.55000         1.0000         0.054610       22.665
0.60000         1.0000         0.054610       22.546
0.65000         1.0000         0.054610       22.472
0.70000         1.0000         0.054610       22.463
0.75000         1.0000         0.054610       22.335
0.80000         1.0000         0.054610       22.340
0.85000         1.0000         0.054610       22.354
0.90000         1.0000         0.054610       22.370
0.95000         1.0000         0.054610       22.394
1.0000          1.0000         0.054610       22.351
1.0500          1.0000         0.054610       22.376
1.1000          1.0000         0.054610       22.411
1.1500          1.0000         0.054610       22.448
1.2000          1.0000         0.054610       22.479
1.2500          1.0000         0.054610       22.449
1.3000          1.0000         0.054610       22.473
1.3500          1.0000         0.054610       22.501
1.4000          1.0000         0.054610       22.530
1.4500          1.0000         0.054610       22.548
1.5000          1.0000         0.054610       22.580
1.5500          1.0000         0.054610       22.579
1.6000          1.0000         0.054610       22.593
1.6500          1.0000         0.054610       22.610
1.7000          1.0000         0.054610       22.628
1.7500          1.0000         0.054610       22.636
1.8000          1.0000         0.054610       22.634
1.8500          1.0000         0.054610       22.641
1.9000          1.0000         0.054610       22.646
1.9500          1.0000         0.054610       22.640
2.0000          1.0000         0.054610       22.646
2.0500          1.0000         0.054610       22.683
2.1000          1.0000         0.054610       22.638
2.1500          1.0000         0.054610       22.640
2.2000          1.0000         0.054610       22.636
2.2500          1.0000         0.054610       22.636
2.3000          1.0000         0.054610       22.627
2.3500          1.0000         0.054610       22.629
2.4000          1.0000         0.054610       22.618
2.4500          1.0000         0.054610       22.607
2.5000          1.0000         0.054610       22.597
2.5500          1.0000         0.054610       22.594
2.6000          1.0000         0.054610       22.583
2.6500          1.0000         0.054610       22.554
2.7000          1.0000         0.054610       22.537
2.7500          1.0000         0.054610       22.506
2.8000          1.0000         0.054610       22.490
2.8500          1.0000         0.054610       22.483
2.9000          1.0000         0.054610       22.469
2.9500          1.0000         0.054610       22.442
3.0000          1.0000         0.054610       22.416
0.0000          0.0000         0.10922        0.37925
0.050000        0.0000         0.10922        0.62403
0.10000         0.0000         0.10922        1.0562
0.15000         0.0000         0.10922        1.5073
0.20000         0.0000         0.10922        1.9559
0.25000         0.0000         0.10922        2.3991
0.30000         0.0000         0.10922        2.8390
0.35000         0.0000         0.10922        3.2660
0.40000         0.0000         0.10922        3.6809
0.45000         0.0000         0.10922        4.0828
0.50000         0.0000         0.10922        4.4729
0.55000         0.0000         0.10922        4.8352
0.60000         0.0000         0.10922        5.1934
0.65000         0.0000         0.10922        5.5250
0.70000         0.0000         0.10922        5.8834
0.75000         0.0000         0.10922        6.1703
0.80000         0.0000         0.10922        6.4573
0.85000         0.0000         0.10922        6.7398
0.90000         0.0000         0.10922        6.9964
0.95000         0.0000         0.10922        7.2397
1.0000          0.0000         0.10922        7.4623
1.0500          0.0000         0.10922        7.6834
1.1000          0.0000         0.10922        7.8839
1.1500          0.0000         0.10922        8.0748
1.2000          0.0000         0.10922        8.2420
1.2500          0.0000         0.10922        8.3959
1.3000          0.0000         0.10922        8.5458
1.3500          0.0000         0.10922        8.6840
1.4000          0.0000         0.10922        8.8055
1.4500          0.0000         0.10922        8.8953
1.5000          0.0000         0.10922        9.0368
1.5500          0.0000         0.10922        9.1279
1.6000          0.0000         0.10922        9.2221
1.6500          0.0000         0.10922        9.3113
1.7000          0.0000         0.10922        9.3993
1.7500          0.0000         0.10922        9.4724
1.8000          0.0000         0.10922        9.5378
1.8500          0.0000         0.10922        9.6181
1.9000          0.0000         0.10922        9.6717
1.9500          0.0000         0.10922        9.7254
2.0000          0.0000         0.10922        9.7582
2.0500          0.0000         0.10922        9.8097
2.1000          0.0000         0.10922        9.8505
2.1500          0.0000         0.10922        9.8891
2.2000          0.0000         0.10922        9.9383
2.2500          0.0000         0.10922        9.9798
2.3000          0.0000         0.10922        10.017
2.3500          0.0000         0.10922        10.044
2.4000          0.0000         0.10922        10.073
2.4500          0.0000         0.10922        10.096
2.5000          0.0000         0.10922        10.109
2.5500          0.0000         0.10922        10.128
2.6000          0.0000         0.10922        10.151
2.6500          0.0000         0.10922        10.168
2.7000          0.0000         0.10922        10.199
2.7500          0.0000         0.10922        10.230
2.8000          0.0000         0.10922        10.227
2.8500          0.0000         0.10922        10.225
2.9000          0.0000         0.10922        10.180
2.9500          0.0000         0.10922        10.187
3.0000          0.0000         0.10922        10.195
0.0000          0.050000       0.10922        0.66750
0.050000        0.050000       0.10922        0.88616
0.10000         0.050000       0.10922        1.2656
0.15000         0.050000       0.10922        1.6844
0.20000         0.050000       0.10922        2.1170
0.25000         0.050000       0.10922        2.5497
0.30000         0.050000       0.10922        2.9836
0.35000         0.050000       0.10922        3.4086
0.40000         0.050000       0.10922        3.8140
0.45000         0.050000       0.10922        4.2158
0.50000         0.050000       0.10922        4.6024
0.55000         0.050000       0.10922        4.9737
0.60000         0.050000       0.10922        5.3343
0.65000         0.050000       0.10922        5.6722
0.70000         0.050000       0.10922        5.9907
0.75000         0.050000       0.10922        6.3046
0.80000         0.050000       0.10922        6.5985
0.85000         0.050000       0.10922        6.8616
0.90000         0.050000       0.10922        7.1094
0.95000         0.050000       0.10922        7.3533
1.0000          0.050000       0.10922        7.5901
1.0500          0.050000       0.10922        7.7964
1.1000          0.050000       0.10922        7.9929
1.1500          0.050000       0.10922        8.1551
1.2000          0.050000       0.10922        8.3322
1.2500          0.050000       0.10922        8.4880
1.3000          0.050000       0.10922        8.6382
1.3500          0.050000       0.10922        8.7786
1.4000          0.050000       0.10922        8.9145
1.4500          0.050000       0.10922        9.0404
1.5000          0.050000       0.10922        9.1704
1.5500          0.050000       0.10922        9.2599
1.6000          0.050000       0.10922        9.3483
1.6500          0.050000       0.10922        9.4335
1.7000          0.050000       0.10922        9.5215
1.7500          0.050000       0.10922        9.5719
1.8000          0.050000       0.10922        9.6513
1.8500          0.050000       0.10922        9.7069
1.9000          0.050000       0.10922        9.7576
1.9500          0.050000       0.10922        9.8082
2.0000          0.050000       0.10922        9.8588
2.0500          0.050000       0.10922        9.9015
2.1000          0.050000       0.10922        9.9524
2.1500          0.050000       0.10922        9.9968
2.2000          0.050000       0.10922        10.041
2.2500          0.050000       0.10922        10.086
2.3000          0.050000       0.10922        10.119
2.3500          0.050000       0.10922        10.146
2.4000          0.050000       0.10922        10.175
2.4500          0.050000       0.10922        10.198
2.5000          0.050000       0.10922        10.194
2.5500          0.050000       0.10922        10.219
2.6000          0.050000       0.10922        10.257
2.6500          0.050000       0.10922        10.275
2.7000          0.050000       0.10922        10.300
2.7500          0.050000       0.10922        10.310
2.8000          0.050000       0.10922        10.310
2.8500          0.050000       0.10922        10.308
2.9000          0.050000       0.10922        10.305
2.9500          0.050000       0.10922        10.303
3.0000          0.050000       0.10922        10.246
0.0000          0.10000        0.10922        1.1807
0.050000        0.10000        0.10922        1.3599
0.10000         0.10000        0.10922        1.6983
0.15000         0.10000        0.10922        2.0896
0.20000         0.10000        0.10922        2.4997
0.25000         0.10000        0.10922        2.9187
0.30000         0.10000        0.10922        3.3378
0.35000         0.10000        0.10922        3.7548
0.40000         0.10000        0.10922        4.1521
0.45000         0.10000        0.10922        4.5476
0.50000         0.10000        0.10922        4.9324
0.55000         0.10000        0.10922        5.2988
0.60000         0.10000        0.10922        5.6514
0.65000         0.10000        0.10922        5.9870
0.70000         0.10000        0.10922        6.3003
0.75000         0.10000        0.10922        6.6149
0.80000         0.10000        0.10922        6.8860
0.85000         0.10000        0.10922        7.1310
0.90000         0.10000        0.10922        7.4179
0.95000         0.10000        0.10922        7.6552
1.0000          0.10000        0.10922        7.8661
1.0500          0.10000        0.10922        8.0719
1.1000          0.10000        0.10922        8.2630
1.1500          0.10000        0.10922        8.4303
1.2000          0.10000        0.10922        8.6396
1.2500          0.10000        0.10922        8.7850
1.3000          0.10000        0.10922        8.9357
1.3500          0.10000        0.10922        9.0685
1.4000          0.10000        0.10922        9.2155
1.4500          0.10000        0.10922        9.3480
1.5000          0.10000        0.10922        9.4559
1.5500          0.10000        0.10922        9.5614
1.6000          0.10000        0.10922        9.6495
1.6500          0.10000        0.10922        9.7246
1.7000          0.10000        0.10922        9.8060
1.7500          0.10000        0.10922        9.8878
1.8000          0.10000        0.10922        9.9529
1.8500          0.10000        0.10922        10.019
1.9000          0.10000        0.10922        10.070
1.9500          0.10000        0.10922        10.120
2.0000          0.10000        0.10922        10.152
2.0500          0.10000        0.10922        10.202
2.1000          0.10000        0.10922        10.240
2.1500          0.10000        0.10922        10.290
2.2000          0.10000        0.10922        10.325
2.2500          0.10000        0.10922        10.360
2.3000          0.10000        0.10922        10.391
2.3500          0.10000        0.10922        10.414
2.4000          0.10000        0.10922        10.442
2.4500          0.10000        0.10922        10.467
2.5000          0.10000        0.10922        10.487
2.5500          0.10000        0.10922        10.453
2.6000          0.10000        0.10922        10.500
2.6500          0.10000        0.10922        10.525
2.7000          0.10000        0.10922        10.536
2.7500          0.10000        0.10922        10.537
2.8000          0.10000        0.10922        10.539
2.8500          0.10000        0.10922        10.536
2.9000          0.10000        0.10922        10.534
2.9500          0.10000        0.10922        10.531
3.0000          0.10000        0.10922        10.528
0.0000          0.15000        0.10922        1.7434
0.050000        0.15000        0.10922        1.9087
0.10000         0.15000        0.10922        2.2253
0.15000         0.15000        0.10922        2.6025
0.20000         0.15000        0.10922        2.9970
0.25000         0.15000        0.10922        3.4045
0.30000         0.15000        0.10922        3.8117
0.35000         0.15000        0.10922        4.2177
0.40000         0.15000        0.10922        4.6192
0.45000         0.15000        0.10922        5.0048
0.50000         0.15000        0.10922        5.3787
0.55000         0.15000        0.10922        5.7407
0.60000         0.15000        0.10922        6.0827
0.65000         0.15000        0.10922        6.3986
0.70000         0.15000        0.10922        6.7341
0.75000         0.15000        0.10922        7.0288
0.80000         0.15000        0.10922        7.3212
0.85000         0.15000        0.10922        7.5733
0.90000         0.15000        0.10922        7.8415
0.95000         0.15000        0.10922        8.0779
1.0000          0.15000        0.10922        8.2984
1.0500          0.15000        0.10922        8.5076
1.1000          0.15000        0.10922        8.7136
1.1500          0.15000        0.10922        8.8836
1.2000          0.15000        0.10922        9.0439
1.2500          0.15000        0.10922        9.2187
1.3000          0.15000        0.10922        9.3631
1.3500          0.15000        0.10922        9.4961
1.4000          0.15000        0.10922        9.6171
1.4500          0.15000        0.10922        9.7165
1.5000          0.15000        0.10922        9.8276
1.5500          0.15000        0.10922        9.9379
1.6000          0.15000        0.10922        10.040
1.6500          0.15000        0.10922        10.123
1.7000          0.15000        0.10922        10.201
1.7500          0.15000        0.10922        10.281
1.8000          0.15000        0.10922        10.346
1.8500          0.15000        0.10922        10.412
1.9000          0.15000        0.10922        10.475
1.9500          0.15000        0.10922        10.524
2.0000          0.15000        0.10922        10.574
2.0500          0.15000        0.10922        10.624
2.1000          0.15000        0.10922        10.660
2.1500          0.15000        0.10922        10.692
2.2000          0.15000        0.10922        10.731
2.2500          0.15000        0.10922        10.753
2.3000          0.15000        0.10922        10.775
2.3500          0.15000        0.10922        10.801
2.4000          0.15000        0.10922        10.823
2.4500          0.15000        0.10922        10.840
2.5000          0.15000        0.10922        10.851
2.5500          0.15000        0.10922        10.911
2.6000          0.15000        0.10922        10.894
2.6500          0.15000        0.10922        10.923
2.7000          0.15000        0.10922        10.890
2.7500          0.15000        0.10922        10.895
2.8000          0.15000        0.10922        10.901
2.8500          0.15000        0.10922        10.905
2.9000          0.15000        0.10922        10.905
2.9500          0.15000        0.10922        10.906
3.0000          0.15000        0.10922        10.906
0.0000          0.20000        0.10922        2.3374
0.050000        0.20000        0.10922        2.4921
0.10000         0.20000        0.10922        2.8046
0.15000         0.20000        0.10922        3.1715
0.20000         0.20000        0.10922        3.5591
0.25000         0.20000        0.10922        3.9579
0.30000         0.20000        0.10922        4.3570
0.35000         0.20000        0.10922        4.7540
0.40000         0.20000        0.10922        5.1569
0.45000         0.20000        0.10922        5.5367
0.50000         0.20000        0.10922        5.9063
0.55000         0.20000        0.10922        6.2669
0.60000         0.20000        0.10922        6.6154
0.65000         0.20000        0.10922        6.9429
0.70000         0.20000        0.10922        7.2522
0.75000         0.20000        0.10922        7.5536
0.80000         0.20000        0.10922        7.8263
0.85000         0.20000        0.10922        8.0920
0.90000         0.20000        0.10922        8.3415
0.95000         0.20000        0.10922        8.5750
1.0000          0.20000        0.10922        8.8066
1.0500          0.20000        0.10922        9.0134
1.1000          0.20000        0.10922        9.1939
1.1500          0.20000        0.10922        9.3738
1.2000          0.20000        0.10922        9.5357
1.2500          0.20000        0.10922        9.6898
1.3000          0.20000        0.10922        9.8355
1.3500          0.20000        0.10922        9.9618
1.4000          0.20000        0.10922        10.103
1.4500          0.20000        0.10922        10.207
1.5000          0.20000        0.10922        10.314
1.5500          0.20000        0.10922        10.415
1.6000          0.20000        0.10922        10.503
1.6500          0.20000        0.10922        10.592
1.7000          0.20000        0.10922        10.628
1.7500          0.20000        0.10922        10.735
1.8000          0.20000        0.10922        10.802
1.8500          0.20000        0.10922        10.856
1.9000          0.20000        0.10922        10.908
1.9500          0.20000        0.10922        10.985
2.0000          0.20000        0.10922        11.033
2.0500          0.20000        0.10922        11.083
2.1000          0.20000        0.10922        11.117
2.1500          0.20000        0.10922        11.150
2.2000          0.20000        0.10922        11.189
2.2500          0.20000        0.10922        11.203
2.3000          0.20000        0.10922        11.225
2.3500          0.20000        0.10922        11.251
2.4000          0.20000        0.10922        11.276
2.4500          0.20000        0.10922        11.293
2.5000          0.20000        0.10922        11.318
2.5500          0.20000        0.10922        11.339
2.6000          0.20000        0.10922        11.365
2.6500          0.20000        0.10922        11.346
2.7000          0.20000        0.10922        11.380
2.7500          0.20000        0.10922        11.372
2.8000          0.20000        0.10922        11.378
2.8500          0.20000        0.10922        11.384
2.9000          0.20000        0.10922        11.385
2.9500          0.20000        0.10922        11.385
3.0000          0.20000        0.10922        11.385
0.0000          0.25000        0.10922        2.9583
0.050000        0.25000        0.10922        3.1059
0.10000         0.25000        0.10922        3.4184
0.15000         0.25000        0.10922        3.7738
0.20000         0.25000        0.10922        4.1649
0.25000         0.25000        0.10922        4.5602
0.30000         0.25000        0.10922        4.9556
0.35000         0.25000        0.10922        5.3590
0.40000         0.25000        0.10922        5.7461
0.45000         0.25000        0.10922        6.1242
0.50000         0.25000        0.10922        6.4970
0.55000         0.25000        0.10922        6.8434
0.60000         0.25000        0.10922        7.1837
0.65000         0.25000        0.10922        7.5183
0.70000         0.25000        0.10922        7.8195
0.75000         0.25000        0.10922        8.1149
0.80000         0.25000        0.10922        8.4029
0.85000         0.25000        0.10922        8.6433
0.90000         0.25000        0.10922        8.8987
0.95000         0.25000        0.10922        9.1199
1.0000          0.25000        0.10922        9.3084
1.0500          0.25000        0.10922        9.5213
1.1000          0.25000        0.10922        9.7065
1.1500          0.25000        0.10922        9.8852
1.2000          0.25000        0.10922        10.048
1.2500          0.25000        0.10922        10.201
1.3000          0.25000        0.10922        10.319
1.3500          0.25000        0.10922        10.481
1.4000          0.25000        0.10922        10.589
1.4500          0.25000        0.10922        10.697
1.5000          0.25000        0.10922        10.805
1.5500          0.25000        0.10922        10.898
1.6000          0.25000        0.10922        10.985
1.6500          0.25000        0.10922        11.072
1.7000          0.25000        0.10922        11.180
1.7500          0.25000        0.10922        11.199
1.8000          0.25000        0.10922        11.283
1.8500          0.25000        0.10922        11.358
1.9000          0.25000        0.10922        11.411
1.9500          0.25000        0.10922        11.463
2.0000          0.25000        0.10922        11.511
2.0500          0.25000        0.10922        11.560
2.1000          0.25000        0.10922        11.584
2.1500          0.25000        0.10922        11.620
2.2000          0.25000        0.10922        11.654
2.2500          0.25000        0.10922        11.682
2.3000          0.25000        0.10922        11.734
2.3500          0.25000        0.10922        11.733
2.4000          0.25000        0.10922        11.750
2.4500          0.25000        0.10922        11.781
2.5000          0.25000        0.10922        11.799
2.5500          0.25000        0.10922        11.819
2.6000          0.25000        0.10922        11.830
2.6500          0.25000        0.10922        11.848
2.7000          0.25000        0.10922        11.859
2.7500          0.25000        0.10922        11.869
2.8000          0.25000        0.10922        11.885
2.8500          0.25000        0.10922        11.879
2.9000          0.25000        0.10922        11.883
2.9500          0.25000        0.10922        11.883
3.0000          0.25000        0.10922        11.883
0.0000          0.30000        0.10922        3.5961
0.050000        0.30000        0.10922        3.7484
0.10000         0.30000        0.10922        4.0652
0.15000         0.30000        0.10922        4.4284
0.20000         0.30000        0.10922        4.8098
0.25000         0.30000        0.10922        5.2106
0.30000         0.30000        0.10922        5.6033
0.35000         0.30000        0.10922        5.9990
0.40000         0.30000        0.10922        6.3809
0.45000         0.30000        0.10922        6.7673
0.50000         0.30000        0.10922        7.1379
0.55000         0.30000        0.10922        7.4879
0.60000         0.30000        0.10922        7.8154
0.65000         0.30000        0.10922        8.1336
0.70000         0.30000        0.10922        8.4469
0.75000         0.30000        0.10922        8.7234
0.80000         0.30000        0.10922        8.9899
0.85000         0.30000        0.10922        9.2467
0.90000         0.30000        0.10922        9.4767
0.95000         0.30000        0.10922        9.6960
1.0000          0.30000        0.10922        9.9263
1.0500          0.30000        0.10922        10.138
